date,pre,hum,tem,occ
26/05/2020 00:02,94319.85,51.78,31.51,M
14/05/2020 23:41,94372.74,58.2,31.02,H
04/06/2020 19:07,94401.36,48.71,31.41,M
25/05/2020 19:37,93774.44,44.51,32.55,M
04/06/2020 18:33,94391.78,49.85,31.48,M
14/05/2020 23:54,94371.59,58.18,30.93,H
15/05/2020 00:58,94333.3,61.03,30.54,M
26/05/2020 00:18,94342.69,55.5,31.31,M
24/05/2020 12:06,94257.77,53.6,31.68,M
31/05/2020 19:07,94829.69,48.43,30.8,H
04/06/2020 18:27,94396.75,52.62,31.48,M
25/05/2020 19:17,93739.53,48.84,32.52,M
29/05/2020 01:08,95411.31,48.21,30.93,M
25/05/2020 16:00,93939.71,52.51,32.35,M
31/05/2020 19:21,94843.42,47.86,30.85,H
04/06/2020 18:09,94389.19,55.32,31.54,M
04/06/2020 11:32,94688.62,60.38,30.67,M
25/05/2020 17:04,93873.79,48.36,32.26,M
04/06/2020 20:53,94491.67,48.14,31.34,M
25/05/2020 19:02,93780.39,48.32,32.44,M
31/05/2020 19:46,94960.98,55.3,29.88,M
01/06/2020 12:24,95200.01,58.85,29.41,M
15/05/2020 00:28,94347.84,60.35,30.45,M
04/06/2020 20:01,94444.67,53.77,31.6,M
04/06/2020 19:01,94401.14,47.91,31.42,M
15/05/2020 00:21,94353.09,59.39,30.73,M
14/05/2020 23:56,94371.71,58.35,30.88,H
04/06/2020 11:19,94695.7,60.26,30.64,M
01/06/2020 11:50,95212.72,58.98,29.12,M
31/05/2020 19:08,94831.26,48.49,30.82,H
01/06/2020 12:27,95200.2,58.41,29.44,M
25/05/2020 23:40,94204.26,51.03,32.36,H
25/05/2020 16:56,93883.07,50.3,32.23,M
01/06/2020 12:00,95212.16,58.79,29.47,M
25/05/2020 23:22,94137.28,50.88,32.53,M
25/05/2020 23:44,94225.38,51.03,32.24,H
14/05/2020 23:46,94373.06,58.15,30.94,H
26/05/2020 00:26,94323.37,55.01,31.6,M
14/05/2020 23:38,94368.25,58.61,31.02,H
25/05/2020 16:24,93907.35,50.42,32.15,M
04/06/2020 20:01,94442.84,53.81,31.62,M
04/06/2020 18:55,94402.46,49.25,31.41,M
04/06/2020 19:27,94409.99,52.63,31.53,M
01/06/2020 12:11,95209.27,57.77,29.46,M
04/06/2020 11:37,94689.66,60.25,30.68,M
26/05/2020 00:16,94348.65,55.45,31.15,M
31/05/2020 19:13,94839.91,48.46,30.87,H
25/05/2020 19:32,93753.45,44.95,32.51,M
04/06/2020 18:22,94388.31,54.3,31.46,M
01/06/2020 12:10,95212.85,57.71,29.69,M
25/05/2020 16:27,93904.45,50.98,32.19,M
15/05/2020 00:04,94367.67,58.88,30.91,H
04/06/2020 19:54,94433.43,53.65,31.58,M
25/05/2020 19:00,93781.08,48.2,32.48,M
29/05/2020 00:44,95162.26,47.2,31.59,M
25/05/2020 16:45,93894.66,49.9,32.17,M
25/05/2020 16:16,93909.85,50.77,32.25,M
25/05/2020 16:11,93922.23,51.08,32.4,M
14/05/2020 23:59,94372.78,58.98,30.94,H
14/05/2020 23:44,94372.88,57.92,30.99,H
04/06/2020 19:53,94432.86,53.78,31.56,M
29/05/2020 00:22,95123.3,45.31,31.9,M
15/05/2020 00:57,94333.68,61.08,30.53,M
04/06/2020 19:36,94415.11,53.04,31.5,M
01/06/2020 12:15,95211.88,58.96,29.2,M
25/05/2020 20:30,93884.43,45.02,32.58,M
25/05/2020 19:30,93749.56,45.27,32.51,M
25/05/2020 23:29,94172.69,50.8,32.72,M
25/05/2020 19:09,93759,49.03,32.46,M
24/05/2020 12:26,94259.66,53.13,31.4,M
25/05/2020 23:39,94201.51,51.02,32.42,H
14/05/2020 23:53,94375.12,58.19,30.94,H
01/06/2020 11:52,95212.61,58.87,29.19,M
29/05/2020 00:54,95260.87,45.21,31.42,M
24/05/2020 11:59,94256.34,53.89,31.66,M
25/05/2020 23:20,94134.27,50.22,32.48,M
04/06/2020 20:07,94449.62,53.72,31.59,M
25/05/2020 16:55,93880.95,50.31,32.22,M
25/05/2020 23:53,94275.96,51.27,31.46,H
25/05/2020 17:06,93875.59,48.45,32.25,M
25/05/2020 16:10,93927.73,51.35,32.38,M
15/05/2020 00:42,94340.97,60.7,30.31,M
25/05/2020 15:59,93940.12,52.73,32.27,M
25/05/2020 16:08,93933.15,51.77,32.39,M
25/05/2020 16:20,93909.84,50.2,32.23,M
25/05/2020 19:04,93774.76,48.53,32.43,M
29/05/2020 00:25,95145.71,46.04,31.85,M
14/05/2020 23:18,94351.42,57.95,31.15,M
04/06/2020 11:38,94687.97,60.23,30.64,M
14/05/2020 23:20,94348.41,59.11,31.05,M
15/05/2020 00:21,94354.61,59.31,30.77,M
14/05/2020 23:04,94334.45,56.41,30.94,M
25/05/2020 16:23,93913.08,50.1,32.14,M
04/06/2020 23:05,94590.89,56.4,31.94,M
29/05/2020 00:13,95117.97,44.03,31.81,M
25/05/2020 19:06,93770.34,48.63,32.41,M
04/06/2020 20:56,94495.71,48.07,31.25,M
14/05/2020 23:22,94352.29,59.37,30.95,M
04/06/2020 18:23,94391.86,53.68,31.46,M
25/05/2020 18:52,93781.05,48.23,32.4,M
31/05/2020 19:10,94837.64,48.5,30.86,H
25/05/2020 16:30,93901.05,50.5,32.2,M
25/05/2020 23:54,94289.34,51.48,31.29,H
01/06/2020 11:54,95211.27,58.99,29.17,M
04/06/2020 18:41,94395.67,50.1,31.47,M
26/05/2020 00:23,94348.19,55.67,31.46,M
25/05/2020 23:27,94158.36,49.85,32.92,M
04/06/2020 19:38,94415.02,53.2,31.53,M
25/05/2020 23:33,94179.07,51.22,32.57,M
04/06/2020 19:10,94400.05,49.6,31.42,M
04/06/2020 19:53,94431.93,53.81,31.57,M
14/05/2020 23:38,94369.7,58.55,31.03,H
01/06/2020 12:12,95209.02,58.14,29.41,M
04/06/2020 19:32,94411.11,53.04,31.51,M
31/05/2020 19:45,94956.89,55.17,29.84,M
15/05/2020 00:06,94365.76,59.05,30.89,H
25/05/2020 19:32,93755.49,45.31,32.5,M
14/05/2020 23:02,94332.69,56.48,30.93,M
31/05/2020 19:32,94911.3,50.41,30.62,M
29/05/2020 00:27,95152.96,47.75,31.82,M
31/05/2020 19:09,94833.76,48.5,30.85,H
14/05/2020 23:37,94366.67,58.67,31,H
31/05/2020 19:00,94822.37,47.91,30.71,H
04/06/2020 19:18,94398.48,51.67,31.43,M
15/05/2020 00:38,94341.59,60.68,30.41,M
15/05/2020 00:34,94338.9,60.88,30.33,M
31/05/2020 19:40,94938.22,54.83,29.92,M
25/05/2020 17:08,93875.2,48.29,32.3,M
04/06/2020 18:28,94395.38,51.78,31.48,M
26/05/2020 00:16,94347.38,55.56,31.22,M
25/05/2020 16:01,93934.73,52.54,32.42,M
31/05/2020 19:05,94825.97,48.33,30.68,H
24/05/2020 12:15,94251.84,53.52,31.55,M
28/05/2020 23:35,94972.37,43.19,31.74,M
29/05/2020 00:21,95120.95,45.29,31.86,M
25/05/2020 16:21,93914.31,49.93,32.17,M
04/06/2020 19:02,94404.82,48.23,31.42,M
25/05/2020 16:13,93912.29,50.92,32.27,M
29/05/2020 00:53,95264.24,45.23,31.42,M
25/05/2020 16:24,93909.88,50.23,32.16,M
04/06/2020 11:36,94688.98,60.32,30.67,M
24/05/2020 12:17,94252.61,53.1,31.48,M
25/05/2020 16:50,93885.59,49.11,32.13,M
25/05/2020 16:28,93903.4,50.85,32.17,M
24/05/2020 12:35,94259,52.99,31.41,M
14/05/2020 23:58,94372,58.91,30.91,H
25/05/2020 16:46,93890.9,49.71,32.15,M
15/05/2020 00:41,94338.76,60.64,30.35,M
04/06/2020 18:05,94395,55.68,31.71,M
25/05/2020 19:12,93754.25,49.19,32.48,M
25/05/2020 17:02,93879.57,48.35,32.31,M
01/06/2020 12:04,95212.68,58.56,29.53,M
04/06/2020 18:10,94391.33,55.34,31.47,M
14/05/2020 23:15,94349.31,57.39,31.07,M
04/06/2020 19:34,94414.11,53.06,31.53,M
31/05/2020 19:37,94923.81,53.51,30.01,M
29/05/2020 00:32,95143.58,48.52,31.89,M
24/05/2020 12:10,94255.74,53.55,31.7,M
24/05/2020 12:41,94246.68,54.2,31.59,M
04/06/2020 18:17,94389.71,54.77,31.46,M
04/06/2020 18:44,94399.68,49.03,31.47,M
14/05/2020 23:04,94335.39,56.42,30.95,M
04/06/2020 23:01,94589.89,56.54,31.86,M
04/06/2020 18:09,94390.57,55.17,31.52,M
25/05/2020 16:54,93879.82,50.05,32.17,M
01/06/2020 12:25,95198.06,58.64,29.44,M
24/05/2020 12:47,94240.83,55.97,31.7,M
15/05/2020 00:24,94352.05,59.97,30.52,M
25/05/2020 16:49,93887.83,49,32.15,M
24/05/2020 11:52,94255.52,53.83,31.6,H
29/05/2020 00:18,95123.7,44.82,31.88,M
04/06/2020 18:23,94393.74,53.91,31.45,M
25/05/2020 23:32,94177.1,51.5,32.6,M
01/06/2020 12:22,95200.58,58.66,29.35,M
14/05/2020 23:56,94371.48,58.34,30.89,H
24/05/2020 12:34,94259.64,52.78,31.4,M
29/05/2020 00:17,95121.36,44.67,31.84,M
29/05/2020 00:34,95146.99,47.99,31.79,M
25/05/2020 18:51,93779.11,48.41,32.38,M
25/05/2020 17:01,93879.98,48.5,32.29,M
25/05/2020 19:01,93781.17,48.83,32.49,M
25/05/2020 15:59,93940.04,52.68,32.31,M
25/05/2020 23:57,94300.02,51.89,31.46,H
26/05/2020 00:23,94346.91,55.45,31.47,M
24/05/2020 12:12,94251.68,53.58,31.65,M
25/05/2020 20:33,93889.2,45.09,32.56,M
14/05/2020 23:22,94352.88,59.46,30.93,M
29/05/2020 00:28,95174.7,47.59,31.86,M
24/05/2020 12:05,94258.44,53.65,31.67,M
04/06/2020 19:34,94412.43,53.03,31.54,M
04/06/2020 19:48,94431.32,54.05,31.58,M
15/05/2020 00:47,94341.6,60.77,30.3,M
04/06/2020 18:59,94401.39,48.09,31.42,M
31/05/2020 19:37,94922.13,53.83,29.93,M
25/05/2020 23:54,94293.8,51.58,31.32,H
24/05/2020 12:00,94256.82,53.9,31.65,M
15/05/2020 00:08,94364.5,59.18,30.84,H
14/05/2020 23:40,94369.92,58.39,31.04,H
04/06/2020 19:19,94397.03,52,31.41,M
25/05/2020 16:11,93923.45,51.46,32.41,M
25/05/2020 23:28,94166.19,49.95,32.85,M
04/06/2020 19:46,94426.27,54.04,31.6,M
25/05/2020 23:27,94163.05,49.92,32.88,M
26/05/2020 00:24,94336.82,55.15,31.53,M
25/05/2020 23:45,94225.3,52.1,32.29,H
29/05/2020 00:24,95138.54,45.65,31.86,M
25/05/2020 23:59,94305.16,51.74,31.58,M
15/05/2020 00:00,94371.99,58.68,30.99,H
14/05/2020 23:14,94348.95,56.99,31.05,M
14/05/2020 23:27,94358.49,59.14,31.01,H
14/05/2020 23:52,94375.76,58.22,30.91,H
25/05/2020 17:03,93873.91,48.35,32.25,M
31/05/2020 19:48,94965.76,55.08,29.94,M
04/06/2020 19:19,94397.84,51.92,31.41,M
31/05/2020 19:47,94961.1,55.13,29.91,M
31/05/2020 19:17,94839.17,47.97,30.89,H
25/05/2020 17:05,93872.58,48.33,32.28,M
25/05/2020 20:38,93904.67,45.64,32.52,M
29/05/2020 00:45,95180.8,47.83,31.63,M
29/05/2020 00:12,95112.83,42.95,31.91,M
24/05/2020 12:23,94255.98,53.46,31.43,M
29/05/2020 00:56,95237.78,45.2,31.45,M
31/05/2020 19:06,94829.63,48.4,30.73,H
15/05/2020 00:08,94362.84,59.11,30.85,H
24/05/2020 11:56,94255.31,53.87,31.64,H
25/05/2020 23:58,94300.74,52.15,31.5,H
25/05/2020 16:51,93881.88,49.35,32.13,M
29/05/2020 00:35,95143.98,48.76,31.79,M
04/06/2020 18:13,94392.76,54.78,31.47,M
04/06/2020 20:58,94494.45,47.23,31.28,M
15/05/2020 00:30,94343.45,60.43,30.42,M
04/06/2020 11:28,94689.15,60.21,30.67,M
15/05/2020 00:24,94352.46,59.89,30.56,M
04/06/2020 19:31,94409.88,53.01,31.52,M
24/05/2020 12:37,94253.8,53.15,31.48,M
26/05/2020 00:06,94321.89,53.08,31.37,M
25/05/2020 16:31,93899.43,50.26,32.21,M
25/05/2020 19:05,93772.52,48.54,32.41,M
15/05/2020 00:49,94335.41,60.89,30.33,M
28/05/2020 23:29,94943.61,42.79,31.68,M
25/05/2020 16:48,93888.77,49.11,32.14,M
04/06/2020 19:26,94408.76,52.61,31.48,M
29/05/2020 00:46,95192.76,46.45,31.61,M
04/06/2020 19:45,94427.36,53.97,31.58,M
04/06/2020 19:40,94422.04,53.51,31.55,M
29/05/2020 00:53,95263.08,45.23,31.39,M
14/05/2020 23:13,94346.79,56.91,31.05,M
25/05/2020 23:55,94295.33,51.44,31.29,H
29/05/2020 00:55,95244.45,45.43,31.46,M
01/06/2020 12:28,95200.71,58.23,29.49,M
26/05/2020 00:17,94348.82,55.68,31.25,M
15/05/2020 00:26,94349.72,60.39,30.48,M
04/06/2020 18:51,94399.65,49.18,31.42,M
24/05/2020 12:05,94258.9,53.6,31.68,M
25/05/2020 20:38,93904.54,45.47,32.51,M
25/05/2020 18:58,93777.23,48.26,32.44,M
26/05/2020 00:06,94324.25,53.16,31.38,M
01/06/2020 11:56,95214.17,58.83,29.27,M
04/06/2020 18:33,94391.99,50.69,31.49,M
24/05/2020 11:58,94255.82,53.88,31.66,H
14/05/2020 23:58,94373.19,58.73,30.91,H
24/05/2020 11:59,94256.72,53.89,31.65,M
25/05/2020 18:53,93778.44,48.1,32.4,M
04/06/2020 19:20,94401.46,52.15,31.4,M
01/06/2020 12:20,95205.48,59.24,29.26,M
15/05/2020 00:52,94331.54,61.06,30.37,M
14/05/2020 23:23,94356.21,59.59,30.94,H
24/05/2020 12:08,94257.96,53.6,31.69,M
31/05/2020 19:22,94845.49,47.84,30.84,H
24/05/2020 12:09,94258.23,53.6,31.68,M
14/05/2020 23:28,94356.17,59.17,31.01,H
31/05/2020 19:29,94891.48,49.36,30.67,M
04/06/2020 20:05,94447.12,53.8,31.57,M
04/06/2020 18:50,94400.64,49.45,31.45,M
04/06/2020 19:21,94401.56,52.31,31.43,M
04/06/2020 20:52,94490.1,48.28,31.36,M
04/06/2020 18:46,94399.02,49.54,31.42,M
24/05/2020 12:09,94257.38,53.64,31.66,M
04/06/2020 18:56,94399.32,48.91,31.43,M
14/05/2020 23:39,94371.22,58.49,31.04,H
04/06/2020 23:08,94595.61,56.37,31.94,M
14/05/2020 23:43,94372.57,58.23,31.02,H
04/06/2020 19:17,94399.36,51.38,31.42,M
25/05/2020 23:47,94228.75,51.4,32.25,H
29/05/2020 00:51,95269.74,45.58,31.53,M
04/06/2020 18:36,94392.23,50.22,31.46,M
04/06/2020 19:28,94410.75,52.69,31.53,M
04/06/2020 19:47,94430.71,53.93,31.6,M
04/06/2020 19:22,94401.44,52.31,31.43,M
28/05/2020 23:36,94983.8,42.41,31.77,M
25/05/2020 20:35,93897.74,44.81,32.49,M
04/06/2020 20:52,94487.45,48.56,31.39,M
04/06/2020 23:00,94588.22,57.2,31.84,M
25/05/2020 23:35,94183.41,50.91,32.48,M
31/05/2020 19:35,94912.51,52.29,30.34,M
31/05/2020 19:16,94839.21,47.96,30.89,H
14/05/2020 23:16,94347.83,57.46,31.08,M
25/05/2020 16:04,93935.45,52.15,32.39,M
01/06/2020 12:23,95199.64,58.75,29.37,M
25/05/2020 20:29,93881.63,45.58,32.56,M
04/06/2020 18:58,94400.52,48.93,31.44,M
25/05/2020 18:56,93777.65,48.15,32.42,M
29/05/2020 00:47,95205.14,47.39,31.56,M
25/05/2020 23:21,94133.65,50.76,32.46,M
29/05/2020 01:06,95377.24,45.35,31.3,M
14/05/2020 23:35,94361.33,59.14,31.04,H
29/05/2020 01:00,95250.32,46.54,31.54,M
26/05/2020 00:25,94328.52,55.01,31.56,M
28/05/2020 23:37,94987.25,42.29,31.76,M
15/05/2020 00:45,94338.09,60.75,30.3,M
29/05/2020 00:28,95172.1,48.25,31.87,M
25/05/2020 16:26,93909.56,51.09,32.19,M
04/06/2020 11:31,94688.14,60.43,30.65,M
25/05/2020 16:43,93901.05,50.22,32.17,M
14/05/2020 23:57,94373.27,59.34,30.9,H
31/05/2020 19:39,94937.78,54.73,29.82,M
25/05/2020 19:33,93758.57,45.62,32.51,M
25/05/2020 16:52,93882.5,49.78,32.15,M
14/05/2020 23:48,94375.11,57.98,30.91,H
15/05/2020 00:15,94354.28,59.56,30.72,M
15/05/2020 00:14,94354.29,59.54,30.72,H
25/05/2020 23:42,94219.04,51.51,32.44,H
04/06/2020 19:50,94429.83,53.86,31.58,M
26/05/2020 00:10,94337.54,53.88,31.38,M
29/05/2020 01:05,95322.89,43.98,31.31,M
15/05/2020 00:13,94354.98,59.49,30.73,H
15/05/2020 00:44,94341.13,60.75,30.29,M
25/05/2020 23:48,94237.84,50.68,32,H
15/05/2020 00:12,94358.49,59.28,30.77,H
31/05/2020 19:00,94822.02,47.96,30.72,H
31/05/2020 19:01,94823.34,47.93,30.7,H
14/05/2020 23:08,94347.11,56.82,30.99,M
04/06/2020 18:25,94393.34,52.99,31.49,M
24/05/2020 12:24,94258.98,52.86,31.43,M
15/05/2020 00:09,94363.83,59.13,30.83,H
04/06/2020 19:56,94435.97,53.75,31.56,M
25/05/2020 23:40,94207.06,51.67,32.39,H
25/05/2020 16:57,93882.18,49.8,32.23,M
01/06/2020 12:06,95210.7,57.95,29.6,M
01/06/2020 12:09,95213.4,57.85,29.7,M
31/05/2020 19:28,94890.98,48.96,30.67,H
14/05/2020 21:26,94271.05,55.36,30.92,M
29/05/2020 00:33,95152.62,48.33,31.82,M
04/06/2020 19:42,94421.6,53.85,31.54,M
31/05/2020 19:39,94927.25,54.66,29.81,M
15/05/2020 00:15,94354.82,59.53,30.72,M
04/06/2020 19:03,94403.33,47.64,31.44,M
04/06/2020 11:30,94689.41,60.47,30.66,M
29/05/2020 00:19,95123.93,45.12,31.78,M
25/05/2020 18:55,93779.01,48.27,32.41,M
26/05/2020 00:08,94330.71,53.6,31.42,M
04/06/2020 19:11,94401.51,50.22,31.41,M
26/05/2020 00:20,94347.29,55.59,31.37,M
04/06/2020 23:01,94588.56,56.46,31.85,M
14/05/2020 23:10,94347.71,56.9,31,M
01/06/2020 11:59,95212.06,58.6,29.4,M
26/05/2020 00:22,94348.75,55.82,31.42,M
04/06/2020 18:30,94393.61,50.95,31.51,M
14/05/2020 23:06,94342.47,56.68,30.97,M
28/05/2020 23:36,94980.85,42.46,31.77,M
25/05/2020 23:59,94310.15,51.76,31.59,M
26/05/2020 00:04,94319.05,52.67,31.41,M
31/05/2020 19:36,94919.28,53.21,30.1,M
04/06/2020 18:08,94388.69,55.2,31.56,M
15/05/2020 00:10,94363.4,59.17,30.82,H
04/06/2020 19:50,94430.75,53.75,31.58,M
04/06/2020 19:13,94396.7,50.86,31.43,M
29/05/2020 00:20,95119.04,45.3,31.82,M
04/06/2020 18:06,94392.9,55.5,31.63,M
14/05/2020 23:50,94375.6,58.11,30.91,H
04/06/2020 18:43,94398.65,49.23,31.46,M
04/06/2020 20:51,94485.46,48.57,31.42,M
25/05/2020 16:01,93939.72,52.55,32.34,M
26/05/2020 00:00,94310.95,51.81,31.6,M
15/05/2020 00:52,94331.94,61.21,30.4,M
25/05/2020 16:22,93911.83,49.84,32.14,M
24/05/2020 12:14,94252.08,53.54,31.54,M
25/05/2020 16:53,93880.19,50.02,32.15,M
25/05/2020 15:55,93937.5,52.96,32.23,M
29/05/2020 01:04,95319.77,43.76,31.37,M
29/05/2020 00:21,95119.2,45.27,31.84,M
04/06/2020 19:58,94437.76,53.65,31.59,M
31/05/2020 19:33,94910.22,50.84,30.56,M
24/05/2020 12:38,94250.33,53.31,31.57,M
26/05/2020 00:07,94326.48,53.25,31.39,M
04/06/2020 18:30,94393.72,51.4,31.51,M
25/05/2020 16:55,93881.07,50.29,32.23,M
04/06/2020 19:17,94396.26,51.55,31.42,M
26/05/2020 00:01,94320.24,51.47,31.58,M
01/06/2020 12:00,95213.04,58.55,29.45,M
04/06/2020 19:18,94397.49,51.72,31.42,M
25/05/2020 19:05,93773.31,48.49,32.42,M
04/06/2020 18:16,94390.57,54.77,31.47,M
04/06/2020 18:10,94390.78,55.17,31.49,M
01/06/2020 12:07,95208.68,58.09,29.6,M
04/06/2020 19:37,94416.68,53.16,31.53,M
14/05/2020 23:21,94351.93,59.29,30.99,M
14/05/2020 23:30,94354.3,59.34,31,H
04/06/2020 20:05,94449.78,53.81,31.58,M
25/05/2020 23:57,94299.68,51.82,31.44,H
29/05/2020 00:36,95138.6,48.04,31.69,M
25/05/2020 16:09,93928.87,51.37,32.39,M
15/05/2020 00:03,94369.9,58.84,30.93,H
15/05/2020 00:22,94354.98,59.54,30.69,M
28/05/2020 23:38,94992.7,42.45,31.78,M
04/06/2020 11:33,94688.22,60.35,30.65,M
04/06/2020 18:24,94394,53.08,31.45,M
04/06/2020 19:04,94403.43,48.03,31.4,M
25/05/2020 23:34,94180.9,51.44,32.51,M
24/05/2020 12:01,94260.86,53.89,31.66,M
15/05/2020 00:16,94354.41,59.56,30.72,M
04/06/2020 18:47,94401.66,49.59,31.44,M
28/05/2020 23:34,94963.96,42.4,31.71,M
15/05/2020 00:30,94344.74,60.43,30.4,M
31/05/2020 19:30,94890.34,49.47,30.7,M
25/05/2020 16:18,93906.9,50.27,32.22,M
01/06/2020 12:21,95202.53,59.13,29.31,M
04/06/2020 11:37,94689.37,60.22,30.68,M
04/06/2020 18:22,94390.2,53.91,31.44,M
26/05/2020 00:28,94329.04,54.27,31.71,M
25/05/2020 16:41,93903.77,50.37,32.12,M
14/05/2020 23:34,94363.02,59.18,31.03,H
25/05/2020 15:58,93942.63,52.74,32.25,M
04/06/2020 11:28,94688.2,60.28,30.63,M
04/06/2020 20:55,94497.17,47.94,31.22,M
01/06/2020 12:17,95208.2,59.11,29.22,M
25/05/2020 19:07,93766.26,48.65,32.42,M
01/06/2020 11:51,95213.36,58.87,29.15,M
25/05/2020 19:03,93779.02,48.42,32.45,M
15/05/2020 00:47,94339.84,60.79,30.3,M
25/05/2020 16:42,93899.8,50.47,32.17,M
24/05/2020 12:46,94242.98,54,31.69,M
24/05/2020 12:39,94248.92,53.47,31.59,M
25/05/2020 15:56,93941.45,52.64,32.24,M
04/06/2020 19:37,94416.48,53.07,31.53,M
28/05/2020 23:29,94945.44,42.64,31.69,M
25/05/2020 16:39,93901,49.98,32.11,M
04/06/2020 19:48,94431.3,54,31.59,M
04/06/2020 18:52,94400.08,49.57,31.43,M
25/05/2020 19:13,93748.57,49.08,32.49,M
14/05/2020 23:53,94375.02,58.17,30.92,H
15/05/2020 00:45,94340.73,60.75,30.29,M
29/05/2020 00:57,95234.4,45.16,31.45,M
31/05/2020 19:35,94914.68,53.04,30.16,M
15/05/2020 00:40,94339.88,60.62,30.37,M
31/05/2020 19:48,94968,55.08,29.92,M
29/05/2020 00:30,95159.32,48.35,31.88,M
31/05/2020 19:32,94907.39,50.17,30.65,M
31/05/2020 19:30,94893.64,49.57,30.72,M
29/05/2020 00:59,95245.32,44.72,31.52,M
29/05/2020 00:46,95183.26,47.54,31.64,M
25/05/2020 20:32,93885.63,44.47,32.55,M
31/05/2020 19:01,94822.63,47.95,30.71,H
31/05/2020 19:34,94909.67,51.9,30.41,M
24/05/2020 12:48,94239.82,53.87,31.69,M
24/05/2020 11:47,94258.87,53.79,31.57,H
04/06/2020 20:57,94495.88,47.65,31.27,M
29/05/2020 00:13,95109.06,44.48,31.83,M
25/05/2020 16:58,93883.26,49.68,32.24,M
25/05/2020 20:37,93902.89,45.24,32.49,M
14/05/2020 23:42,94372.22,58.24,31,H
31/05/2020 19:25,94882.15,47.49,30.75,H
26/05/2020 00:10,94335.87,53.76,31.35,M
04/06/2020 11:20,94694.66,60.41,30.6,M
04/06/2020 18:26,94393.23,52.79,31.48,M
04/06/2020 18:45,94398.24,49.03,31.44,M
26/05/2020 00:13,94345.79,54.77,31.27,M
31/05/2020 19:28,94888.99,48.65,30.7,H
25/05/2020 20:36,93901.3,44.9,32.48,M
25/05/2020 16:30,93899.86,50.8,32.2,M
25/05/2020 16:02,93934.28,52.3,32.42,M
25/05/2020 16:50,93886.69,49.31,32.15,M
24/05/2020 12:21,94251.61,53.02,31.43,M
25/05/2020 16:25,93908.67,50.78,32.15,M
